name,artist,totalMatches,foundWords,unplayableWords,matchedLines,track_id
Pedro Navajas,Rubén Blades,5,"esquina, esquina, esquina, esquina, esquina","calle, ciudad, barrio, cielo","Por la esquina del viejo barrio lo vi pasar | Como a tres cuadras de aquella esquina, una mujer | Mientras camina pasa la vista de esquina a esquina | Pedro Navaja, matón de esquina",5lQigojYtsDaFcuK7c2Qid
Olvídame y Pega la Vuelta,Pimpinela,5,"casa, casa, casa, casa, casa",mundo,"Por eso vete, olvida mi nombre, mi cara, mi casa, y pega la vuelta (Jamás te pude comprender) | Por eso vete, olvida mi nombre, mi cara, mi casa, y pega la vuelta (Jamás te pude comprender) | Por eso vete, olvida mi nombre, mi cara, mi casa, y pega la vuelta (Jamás te pude comprender) | Por eso vete, olvida mi nombre, mi cara, mi casa, y pega la vuelta (Estás mintiendo, ya lo sé) | Por eso vete, olvida mi nombre, mi cara, mi casa, y pega la vuelta (Jamás te pude comprender)",4FdwRmlzP5KGM7OewGBYiu
Como Camarón,Estopa,4,"mundo, mundo, mundo, mundo","calle, habitación, bar, esquina",Tus ojos no tienen dueño porque no son de este mundo | Tus ojos no tienen dueño porque no son de este mundo | Y a veces me como de un bocao' el mundo | Tus ojos no tienen dueño porque no son de este mundo,1VB4sadHjFcFklHcZuoROi
Tu Calorro,Estopa,4,"cama, cama, cama, cama",cielo,Y en una cama más dura que una roca | Y en una cama más dura que una roca | Y en una cama más dura que una roca | Y en una cama más dura que una roca,0DXI6c9tNWsI4tvUftkQN8
Venezia,Hombres G,6,"playa, playa, playa, playa, playa, playa",,Nos bañaremos en la playa | Nos bañaremos en la playa | Nos bañaremos en la playa | Nos bañaremos en la playa | Nos bañaremos en la playa | Nos bañaremos en la playa,1wncA7mz0ntqvZ8UzFokGk
Tómbola,Marisol,4,"mundo, mundo, mundo, mundo",,"En la tómbola del mundo yo he tenido mucha suerte | Y la tómbola del mundo, me premió con tu querer | En la tómbola del mundo yo he tenido mucha suerte | Y la tómbola del mundo, me premió con tu querer",35lfDNjMbqNU54SVwsesn6
La lista de la compra feat María Jiménez,La Cabra Mecanica,7,"mundo, mundo, mundo, mundo, mundo, mundo, mundo",cielo,"Tú, te quedas a mi lado y el mundo me parece | Tú, te quedas a mi lado y el mundo me parece | Yo, me quedo aquí a tu lado y el mundo me parece | Yo, me quedo aquí a tu lado y el mundo me parece | El mundo es tan redondo como el piercing de tu ombligo | Tú, te quedas a mi lado y el mundo me parece | Tú, te quedas a mi lado y el mundo me parece",6htAV9HKCmoDdyyvDNX9DQ
A bailar a bailar,Cantores De Hispalis,8,"mundo, mundo, mundo, mundo, pueblo, pueblo, pueblo, pueblo",,"Todo el mundo a bailar, a bailar, a bailar, ven conmigo a bailar | Todo el mundo a bailar, a bailar, a bailar, ven conmigo a bailar | Todo el mundo a bailar, a bailar, a bailar, ven conmigo a bailar | Todo el mundo a bailar, a bailar, a bailar, ven conmigo a bailar | Que viva la alegría de mi gente y de mi pueblo, vamos a bailar | Que viva la alegría de mi gente y de mi pueblo, vamos a bailar | Que viva la alegría de mi gente y de mi pueblo, vamos a bailar | Que viva la alegría de mi gente y de mi pueblo, vamos a bailar",5SbszeOFbn3KXYxwOUSce5
El Mundo Tras el Cristal,La Guardia,4,"habitación, habitación, habitación, habitación",mundo,Háblame de tu oscura habitación | Háblame de tu oscura habitación | Háblame de tu oscura habitación | Háblame de tu oscura habitación,21gEdIRnNJ6fdrAPbMglTx
11 PM,Maluma,6,"cuarto, cuarto, cuarto, cuarto, cuarto, cuarto",,El cuarto huele a Christian Dior | El cuarto huele a Christian Dior | El cuarto huele a Christian Dior | El cuarto huele a Christian Dior | El cuarto huele a Christian Dior | El cuarto huele a Christian Dior,7KbF6AdprOXEEHlsq11Z6d
Con Calma,Daddy Yankee,4,"mundo, mundo, mundo, mundo",,"Es una asesina, cuando baila quiere que to' el mundo la vea | Es una asesina, cuando baila quiere que to' el mundo la vea | Es una asesina, cuando baila quiere que to' el mundo la vea | Es una asesina, cuando baila quiere que to' el mundo la vea",5w9c2J52mkdntKOmRLeM2m
Sobredosis,Íñigo Quintero,6,"ciudad, ciudad, ciudad, ciudad, ciudad, ciudad",,"Me hace daño esta ciudad | Oh, y me pierdе la ciudad | Y me duele la ciudad | Me hace daño esta ciudad | Oh, y me pierde la ciudad | Me pierde la ciudad",6TTkgmwbCnz8Y4oiUdzmtD
