Name,Artist,Total_Matches,Found_Words,Matched_Lines,Link
All I Want for Christmas Is You,Mariah Carey,13,"baby, baby, baby, baby, baby, baby, baby, baby, baby, baby, baby, baby, baby","[baby] You, baby | [baby] Oh, baby, all I want for Christmas is you | [baby] You, you, you, you (You, baby) | [baby] Oh, all the lights are shining so brightly everywhere (So brightly, baby) | [baby] Won't you please bring my baby to me? (Oh) | [baby] I just wanna see my baby | [baby] Oh, baby, all I want for Christmas is you | [baby] You, baby | [baby] All I want for Christmas is you, baby (You) | [baby] All I want for Christmas is you, baby (Ah, oh, ah, oh) | [baby] All I want for Christmas is you, baby (You) | [baby] All I want for Christmas is you, baby (All I want, all I really want is, oh woah) | [baby] All I want for Christmas is you, baby (All I want, all I really want is)",https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn
Barbie Girl,Aqua,6,"girl, girl, girl, girl, girl, girl",[girl] I'm a Barbie girl in the Barbie world | [girl] I'm a Barbie girl in the Barbie world | [girl] I'm a blonde bimbo girl in a fantasy world | [girl] I'm a Barbie girl in the Barbie world | [girl] I'm a Barbie girl in the Barbie world | [girl] I'm a Barbie girl in the Barbie world,https://open.spotify.com/track/5ZrDlcxIDZyjOzHdYW1ydr
Don't Stop 'Til You Get Enough,Michael Jackson,6,"baby, baby, baby, baby, baby, baby","[baby] Oh, baby, keep on, keep on | [baby] Keep on with the force, don't stop (Don't stop, baby) | [baby] Don't stop 'til you get enough (Oh, my baby) | [baby] Keep on with the force, don't stop (Don't play, baby) | [baby] Keep on with the force, don't stop (Keep on, baby) | [baby] Keep on with the force, don't stop (Keep on, baby)",https://open.spotify.com/track/46eu3SBuFCXWsPT39Yg3tJ
Black or White,Michael Jackson,5,"baby, baby, baby, baby, baby",[baby] I took my baby on a Saturday bang | [baby] But if you're thinkin' about my baby | [baby] But if you're thinkin' about my baby | [baby] But if you're thinkin' about my baby | [baby] I said if you're thinkin' of being my baby,https://open.spotify.com/track/7EsjkelQuoUlJXEw7SeVV4
Rain,MIKA,9,"baby, baby, baby, baby, baby, baby, baby, baby, baby","[baby] Baby, I hate days like this | [baby] Baby, I hate days like this | [baby] Baby, I hate days like | [baby] Baby, I hate days like this | [baby] Baby, I hate days like this | [baby] Baby, I hate days like | [baby] Baby, I hate days like this | [baby] Baby, I hate days like this | [baby] Baby, I hate days like",https://open.spotify.com/track/5blWGYRc1tWm5tjzhsJs0J
One More Night,Maroon 5,7,"baby, baby, baby, baby, baby, baby, baby","[baby] Yeah but baby, there you go again, there you go again | [baby] Yeah but baby, there you go again, there you go again | [baby] Yeah, baby, give me one more night | [baby] Yeah, baby, give me one more night (Woah, yeah) | [baby] Yeah, baby, give me one more night | [baby] But baby, there you go again, there you go again | [baby] (Yeah, baby, give me one more night)",https://open.spotify.com/track/6cpk00i5TxCqSeqNi2HuIe
Shape of You,Ed Sheeran,14,"baby, baby, baby, baby, baby, baby, baby, baby, baby, baby, baby, baby, baby, baby","[baby] Come on, be my baby, come on | [baby] Come on, be my baby, come on | [baby] Come on, be my baby, come on | [baby] Come on, be my baby, come on | [baby] Come on, be my baby, come on | [baby] Come on, be my baby, come on | [baby] Come on, be my baby, come on | [baby] Come on, be my baby, come on | [baby] Come on, be my baby, come on | [baby] Come on, be my baby, come on | [baby] Come on, be my baby, come on | [baby] Come on, be my baby, come on | [baby] Come on, be my baby, come on | [baby] Come on, be my baby, come on",https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
Cake By The Ocean,DNCE,7,"baby, baby, baby, baby, baby, baby, baby","[baby] Talk to me, baby | [baby] Walk for me, baby | [baby] Talk to me, baby | [baby] Walk for me, baby (Walk for me now) | [baby] Talk to me, baby (Talk to me, baby, hey) | [baby] Walk for me, baby (Walk for me now)",https://open.spotify.com/track/76hfruVvmfQbw0eYn1nmeC
"It's A Man's, Man's, Man's World",James Brown & The Famous Flames,46,"baby, baby, baby, baby, girl, girl, girl, girl, man, man, man, man, man, man, man, man, man, man, man, man, man, man, man, man, man, man, man, man, man, man, man, man, man, woman, woman, woman, woman, woman, woman, woman, woman, woman, woman, woman, woman, woman","[baby] Man thinks about a little bit of baby girls, and of baby boys | [baby] So baby, don't worry | [baby] Baby, don't worry | [girl] Without a woman or a girl | [girl] Without a woman or a girl | [girl] Without a woman or a girl | [girl] Without a woman or a girl | [man] You see, man made the cars | [man] Man made the train | [man] Man made the electro-light | [man] Man made the boat for the water | [man] Man thinks about a little bit of baby girls, and of baby boys | [man] Man make them happy | [man] Because man make them toys | [man] But after man make everything | [man] Do you know that man makes money | [man] To buy from other man? | [man] But oh, how a man needs a woman | [man] A man needs a woman | [man] Man, man can make everything he can | [man] But a woman makes a better man | [man] The man, the man that don't have a woman | [man] The man, the man that don't have a woman | [man] The man, the man that don’t have a woman | [man] The man, thank you, the man that don't have a woman | [man] The man, the man that don't have a woman | [woman] Without a woman or a girl | [woman] Without a woman or a girl | [woman] Without a woman or a girl | [woman] Without a woman or a girl | [woman] But oh, how a man needs a woman | [woman] A man needs a woman | [woman] Lord, he got to have a woman now | [woman] But a woman makes a better man | [woman] The man, the man that don't have a woman | [woman] The man, the man that don't have a woman | [woman] The man, the man that don’t have a woman | [woman] The man, thank you, the man that don't have a woman | [woman] The man, the man that don't have a woman",https://open.spotify.com/track/3SQ9Hb9rfpJ02AWfaOPhpy
Kiss,Prince,4,"girl, girl, girl, girl","[girl] You don't have to be rich to be my girl | [girl] You don't have to be rich to be my girl | [girl] Little Girl Wendy's Parade | [girl] Yeah, you don't have to be rich to be my girl",https://open.spotify.com/track/62LJFaYihsdVrrkgUOJC05
Ain't No Mountain High Enough,Marvin Gaye,9,"baby, baby, baby, baby, baby, baby, baby, baby, baby","[baby] Listen, baby | [baby] Ain't no river wide enough, baby | [baby] No matter how far, don't worry, baby | [baby] You don't have to worry, 'cause, baby, there | [baby] To keep me from gettin' to you, baby | [baby] Oh, baby, there | [baby] Can stop me, baby (No, no, baby) | [baby] Just send for me, oh baby, ha",https://open.spotify.com/track/7tqhbajSfrz2F7E1Z75ASX
Baby I'm Yours,Breakbot,15,"baby, baby, baby, baby, baby, baby, baby, baby, baby, baby, baby, baby, baby, baby, baby","[baby] Listen, baby | [baby] Baby, won't you understand | [baby] What can I do to make my baby understand? | [baby] Listen, baby | [baby] Baby, won't you understand | [baby] What can I do to make my baby understand? | [baby] Baby won't you understand | [baby] Listen, baby | [baby] Baby, won't you understand | [baby] What can I do to make my baby understand? | [baby] Baby, I'm yours, I'm yours to keep | [baby] Baby, won't you understand? | [baby] Baby, won't you understand? | [baby] Baby, won't you understand? | [baby] Baby, won't you understand?",https://open.spotify.com/track/5jr6pG3khBcBXZRm8NogSe
Hooked On A Feeling,Blue Swede,5,"girl, girl, girl, girl, girl","[girl] Girl, you just don't realize (Ooga-Chaka, Ooga-Ooga) | [girl] Girl, you got me thirsty | [girl] Got a bug from you, girl | [girl] Keep it up, girl (Ooga-Chaka, Ooga-Ooga) | [girl] Keep it up, girl",https://open.spotify.com/track/6Ac4NVYYl2U73QiTt11ZKd
"Rocket Man (I Think It's Going To Be A Long, Long Time)",Elton John,14,"man, man, man, man, man, man, man, man, man, man, man, man, man, man",[man] I'm not the man they think I am at home | [man] I'm a rocket man | [man] Rocket man burnin' out his fuse up here alone | [man] I'm not the man they think I am at home | [man] I'm a rocket man | [man] Rocket man burnin' out his fuse up here alone | [man] A rocket man | [man] A rocket man | [man] I'm not the man they think I am at home | [man] I'm a rocket man | [man] Rocket man burnin' out his fuse up here alone | [man] I'm not the man they think I am at home | [man] I'm a rocket man | [man] Rocket man burnin' out his fuse up here alone,https://open.spotify.com/track/3gdewACMIVMEWVbyb8O9sY
Sweet Child O' Mine,Guns N' Roses,8,"child, child, child, child, child, child, child, child","[child] Sweet child of mine | [child] Where, as a child, I'd hide | [child] Sweet child of mine | [child] Sweet child of mine | [child] Sweet child of mine, ooh, yeah | [child] Where do we go? (Sweet child of mine) | [child] Sweet child | [child] Sweet child of mine",https://open.spotify.com/track/7o2CTH4ctstm8TNelqjb51
Estranged,Guns N' Roses,4,"baby, baby, baby, baby","[baby] So nobody ever told you, baby | [baby] What'll happen to you, baby? | [baby] So nobody ever told us, baby | [baby] What'll happen to us, baby?",https://open.spotify.com/track/3s03nrUInN3NAVjQtmnS0O
Rasputin,Boney M.,4,"man, man, man, man","[man] There lived a certain man in Russia long ago | [man] There lived a certain man in Russia long ago | [man] In all affairs of state, he was the man to please | [man] But when his drinking and lusting and his hunger for power became known to more and more people, the demands to do something about this outrageous man became louder and louder",https://open.spotify.com/track/5lWSa1rmuSL6OBPOnkAqoa
Karma Chameleon,Culture Club,4,"man, man, man, man",[man] I'm a man without conviction | [man] I'm a man who doesn't know | [man] I'm a man without conviction | [man] I'm a man who doesn't know,https://open.spotify.com/track/3XDeeP9wBZzGhIPZmLfEEx
Material Girl,Madonna,10,"girl, girl, girl, girl, girl, girl, girl, girl, girl, girl",[girl] And I am a material girl | [girl] And I am a material girl | [girl] And I am a material girl | [girl] And I am a material girl | [girl] And I am a material girl | [girl] And I am a material girl | [girl] And I am a material girl | [girl] And I am a material girl | [girl] And I am a material girl | [girl] And I am a material girl,https://open.spotify.com/track/22sLuJYcvZOSoLLRYev1s5
Hung Up,Madonna,7,"baby, baby, baby, baby, baby, baby, baby","[baby] Waiting for your call, baby, night and day | [baby] Waiting for your call, baby, night and day | [baby] Waiting for your call, baby, night and day | [baby] Waiting for your call, baby, night and day | [baby] Waiting for your call, baby, night and day | [baby] Waiting for your call, baby, night and day | [baby] Waiting for your call, baby, night and day",https://open.spotify.com/track/3850dYVgOFIXJh5U4BFEWH
I Kissed A Girl,Katy Perry,9,"girl, girl, girl, girl, girl, girl, girl, girl, girl",[girl] I kissed a girl and I liked it | [girl] I kissed a girl just to try it | [girl] I kissed a girl and I liked it | [girl] I kissed a girl and I liked it | [girl] I kissed a girl just to try it | [girl] I kissed a girl and I liked it | [girl] I kissed a girl and I liked it | [girl] I kissed a girl just to try it | [girl] I kissed a girl and I liked it,https://open.spotify.com/track/14iN3o8ptQ8cFVZTEmyQRV
Bad Romance,Lady Gaga,7,"baby, baby, baby, baby, baby, baby, baby","[baby] Want you in my rear window, baby, you're sick | [baby] And you know that I need you ('Cause I'm a free bitch, baby) | [baby] Walk, walk, fashion, baby | [baby] Walk, walk, fashion, baby | [baby] Walk, walk, fashion, baby | [baby] Walk, walk, passion, baby | [baby] Work it, I'm a free bitch, baby",https://open.spotify.com/track/1CZOrmHUUjeDP7N2B4Ba6S
A Man Without Love,Engelbert Humperdinck,8,"man, man, man, man, man, man, man, man",[man] Lonely is a man without love | [man] Lonely is a man without love | [man] Lonely is a man without love | [man] Lonely is a man without love | [man] Lonely is a man without love | [man] Lonely is a man without love | [man] Lonely is a man without love | [man] Lonely is a man without love,https://open.spotify.com/track/0oUBuOO4g9P4lREqfqR5nq
Hooked On A Feeling,Blue Swede,5,"girl, girl, girl, girl, girl","[girl] Girl, you just don't realize (Ooga-Chaka, Ooga-Ooga) | [girl] Girl, you got me thirsty | [girl] Got a bug from you, girl | [girl] Keep it up, girl (Ooga-Chaka, Ooga-Ooga) | [girl] Keep it up, girl",https://open.spotify.com/track/6Ac4NVYYl2U73QiTt11ZKd
"Rocket Man (I Think It's Going To Be A Long, Long Time)",Elton John,14,"man, man, man, man, man, man, man, man, man, man, man, man, man, man",[man] I'm not the man they think I am at home | [man] I'm a rocket man | [man] Rocket man burnin' out his fuse up here alone | [man] I'm not the man they think I am at home | [man] I'm a rocket man | [man] Rocket man burnin' out his fuse up here alone | [man] A rocket man | [man] A rocket man | [man] I'm not the man they think I am at home | [man] I'm a rocket man | [man] Rocket man burnin' out his fuse up here alone | [man] I'm not the man they think I am at home | [man] I'm a rocket man | [man] Rocket man burnin' out his fuse up here alone,https://open.spotify.com/track/3gdewACMIVMEWVbyb8O9sY
I Was Made For Lovin' You,KISS,15,"baby, baby, baby, baby, baby, baby, baby, baby, baby, baby, baby, girl, girl, girl, girl","[baby] I was made for lovin' you, baby | [baby] And I can't get enough of you, baby | [baby] I was made for lovin' you, baby | [baby] And I can't get enough of you, baby | [baby] I was made for lovin' you, baby | [baby] And I can give it all to you, baby | [baby] I was made for lovin' you, baby | [baby] And I can't get enough of you, baby | [baby] I was made for lovin' you, baby | [baby] And I can't get enough of you, baby | [baby] I was made for lovin' you, baby | [girl] 'Cause, girl, I was made for you | [girl] And, girl, you were made for me | [girl] 'Cause, girl, you were made for me | [girl] And, girl, I was made for you",https://open.spotify.com/track/6S9q9mEifNdnTNlli2xSuD
Cheri Cheri Lady,Modern Talking,4,"baby, baby, baby, baby","[baby] If you call me, baby, I'll be always yours | [baby] If you call me, baby, I'll be always yours | [baby] If you call me, baby, I'll be yours | [baby] If you call me, baby, I'll be yours",https://open.spotify.com/track/2aEuA8PSqLa17Y4hKPj5rr
Fortunate Son,Creedence Clearwater Revival,6,"son, son, son, son, son, son","[son] I ain't no senator's son, son | [son] I ain't no millionaire's son, no, no | [son] I ain't no military son, son, Lord | [son] I ain't no fortunate son, no, no, no",https://open.spotify.com/track/4BP3uh0hFLFRb5cjsgLqDh
Can't Take My Eyes Off You,Engelbert Humperdinck,14,"baby, baby, baby, baby, baby, baby, baby, baby, baby, baby, baby, baby, baby, baby","[baby] I love you baby, and if it's quite all right | [baby] I need you baby to warm the lonely night | [baby] I love you baby, trust in me when I say | [baby] Oh pretty baby, don't bring me down I pray | [baby] Oh pretty baby, now that I've found you, stay | [baby] And let me love you baby, let me love you | [baby] I love you baby, and if it's quite all right | [baby] I need you baby to warm the lonely night | [baby] I love you baby, trust in me when I say | [baby] Oh pretty baby, and if it's quite alright | [baby] I need you baby to warm the lonely night | [baby] I love you baby, trust in me when I say | [baby] Oh pretty baby, and if it's quite alright | [baby] I need you baby to warm the lonely night",https://open.spotify.com/track/7oHymG8r14Iv9zn5hFTNax
A Man Without Love,Engelbert Humperdinck,8,"man, man, man, man, man, man, man, man",[man] Lonely is a man without love | [man] Lonely is a man without love | [man] Lonely is a man without love | [man] Lonely is a man without love | [man] Lonely is a man without love | [man] Lonely is a man without love | [man] Lonely is a man without love | [man] Lonely is a man without love,https://open.spotify.com/track/0oUBuOO4g9P4lREqfqR5nq
Gimme! Gimme! Gimme! (A Man After Midnight),ABBA,10,"man, man, man, man, man, man, man, man, man, man","[man] Gimme, gimme, gimme a man after midnight | [man] Gimme, gimme, gimme a man after midnight | [man] Gimme, gimme, gimme a man after midnight | [man] Gimme, gimme, gimme a man after midnight | [man] Gimme, gimme, gimme a man after midnight | [man] Gimme, gimme, gimme a man after midnight | [man] Gimme, gimme, gimme a man after midnight | [man] Gimme, gimme, gimme a man after midnight | [man] Gimme, gimme, gimme a man after midnight | [man] Gimme, gimme, gimme a man after midnight",https://open.spotify.com/track/2TjNlK2tNBxF8C8RIaK9Gb
